stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,alias,stop_area,stop_desc,lest_x,lest_y,zone_name
34240,5990004-1,Kabala,59.34489038,26.67509209,34240,,Rägavere vald,,6581569.5,652171.37,
34242,5990018-1,Rakvere,59.35764054,26.36336128,34242,Rakvere,Rakvere linn,,6582323.0,634396.5,
34243,5990006-1,Kadrina,59.33825548,26.14704677,34243,Kadrina,Kadrina alevik,,6579751.0,622168.93,
34245,5990010-1,Lehtse,59.25417562,25.8231013,34245,Lehtse,Lehtse alevik,,6569842.5,603995.62,
34248,21313-1,Nelijärve,59.27051052,25.65249946,34248,,Aegviidu vald,,6571409.5,594221.18,Harju4
34249,23204-1,Männiku,59.33866546,24.7014443,34249,,Saku vald,,6578050.0,539918.43,Harju2
34250,23375-1,Urda,59.34357615,24.61258029,34250,Urda,Saue vald,,6578547.5,534856.43,Harju2
93450,11313-1,Kitseküla,59.41995035,24.74018179,93450,Kitseküla,Kesklinn,,6587128.5,542022.93,Harju1
93451,23374-1,Urda,59.34349332,24.61205595,93451,Urda,Saue vald,,6578538.0,534826.68,Harju2
93453,23372-1,Padula,59.33749641,24.59126169,93453,,Saue vald,,6577859.35,533649.39,Harju2
93454,23373-1,Padula,59.33787529,24.59284109,93454,,Saue vald,,6577902.35,533738.9,Harju2
94013,21780-1,Kloogaranna,59.34378717,24.24594551,94013,Klooga-rand; Kloogaranna,Keila vald,,6578437.5,513994.62,Harju3
94014,21793-1,Kloogaranna,59.34349563,24.24583797,94014,Klooga-rand; Kloogaranna,Keila vald,,6578405.0,513988.62,Harju3
94017,22753-1,Riisipere,59.11964333,24.31224417,94017,Riisipere,Nissi vald,,6553484.5,517883.31,Harju4
34251,07512-1,Tallinn-Väike,59.41311625,24.74622519,34251,,Kesklinn,,6586371.0,542374.5,Harju1
102908,7090015-1,Lohu,59.115339399999996,24.78714644,102908,,Kohila vald,,6553228.0,545087.37,Harju4
103079,7090016-1,Lohu,59.11542462,24.78715712,103079,,Kohila vald,,6553237.5,545087.87,Harju4
34008,4990013-1,Tabivere,58.55188319,26.59171043,34008,,Tabivere alevik,,6493117.0,650842.75,
34017,4990015-1,Vägeva,58.90869971,26.27894905,34017,,Jõgeva vald,,6532176.5,631296.87,
34018,4990011-1,Pedja,58.82688604,26.34557813,34018,,Jõgeva vald,,6523201.5,635452.62,
34019,4990003-1,Kaarepere,58.66256219,26.51963734,34019,,Jõgeva vald,,6505276.0,646187.0,
34043,4990001-1,Jõgeva,58.74841078,26.39934123,34043,Jõgeva,Jõgeva linn,,6514576.0,638868.62,1
34216,4990014-1,Tabivere,58.55172407,26.59158156,34216,,Tabivere alevik,,6493099.0,650835.93,
34219,4990004-1,Kaarepere,58.66258746,26.51972322,34219,,Jõgeva vald,,6505279.0,646191.87,
34221,4990002-1,Jõgeva,58.747890000000005,26.39956789,34221,Jõgeva,Jõgeva linn,,6514518.5,638883.81,1
34222,4990012-1,Pedja,58.82687596,26.34539122,34222,,Jõgeva vald,,6523200.0,635441.87,
34223,4990016-1,Vägeva,58.90872035,26.27905242,34223,,Jõgeva vald,,6532179.0,631302.75,
123509,6790012-1,Pulli,58.423351000000004,24.66618192,123509,,Sauga vald,,6476080.0,538924.31,PärnuMVLL
123510,6790013-1,Pulli,58.42333221,24.66634095,123510,,Sauga vald,,6476078.0,538933.62,PärnuMVLL
